review_tier,id,klass,title,source_decision,cap,final_review_status,final_source_priority,final_valid_from,final_valid_to,final_supersedes,final_procedure_version,final_last_verified_at,existing_phi_le_phi,final_phi_le_phi,candidate_thoi_han,final_thoi_han,candidate_mau_don,final_mau_don,suggested_authority,final_authority,paper_flag,notes
BULK,guide_cap_xa_2025_b_07_ang_ky_quan_ly_cu_tru_ang_ky_tam_tru_10_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_07_ang_ky_quan_ly_cu_tru_ang_ky_tam_tru_11_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_02_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_03_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_04_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_05_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_06_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_07_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_08_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_09_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_10_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_08_ang_ky_quan_ly_cu_tru_gia_han_tam_tru_11_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_b_09_ang_ky_quan_ly_cu_tru_xoa_ang_ky_tam_tru_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_10_ang_ky_quan_ly_cu_tru_khai_bao_thong_tin_ve_cu_tru_oi_voi_nguoi_chua_u_ieu_kien_ang_ky_thuong_tru_ang__01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_11_ang_ky_quan_ly_cu_tru_thong_bao_luu_tru_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_12_ang_ky_quan_ly_cu_tru_khai_bao_tam_vang_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_b_13_ang_ky_quan_ly_cu_tru_xac_nhan_thong_tin_ve_cu_tru_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_c_01_khieu_nai_to_cao_giai_quyet_khieu_nai_ve_quyet_inh_hanh_chinh_hanh_vi_hanh_chinh_cua_cong_dan_oi__01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_02_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_03_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_04_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_05_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_06_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_07_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_08_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_09_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_10_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_c_02_khieu_nai_to_cao_giai_quyet_to_cao_khong_thuoc_linh_vuc_to_tung_hinh_su_cua_cong_dan_oi_voi_luc_l_11_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_d_01_quan_ly_vu_khi_vat_lieu_no_cong_cu_ho_tr_khai_bao_vu_khi_tho_so_la_hien_vat_trung_bay_trien_lam_lam_o_gia_bao_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_01_ang_ky_xe_ang_ky_xe_lan_au_truc_tuyen_toan_trinh_oi_voi_xe_san_xuat_lap_rap_trong_nuoc_thu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_02_ang_ky_xe_ang_ky_xe_lan_au_truc_tuyen_toan_trinh_oi_voi_xe_nhap_khau_thuc_hien_tai_cong_an_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_03_ang_ky_xe_ang_ky_cap_bien_so_xe_lan_au_thuc_hien_bang_dich_vu_cong_mot_phan_hoac_truc_tiep_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__02_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__03_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__04_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__05_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__06_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__07_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__08_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__09_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__10_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_04_ang_ky_xe_cap_chung_nhan_ang_ky_xe_bien_so_xe_trong_truong_hop_thay_oi_chu_xe_ang_ky_sang__11_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_05_ang_ky_xe_oi_chung_nhan_ang_ky_xe_bien_so_xe_thuc_hien_tai_cong_an_cap_xa_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_06_ang_ky_xe_cap_lai_chung_nhan_ang_ky_xe_bien_so_xe_thuc_hien_bang_dich_vu_cong_truc_tuyen_t_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_e_07_ang_ky_xe_cap_lai_chung_nhan_ang_ky_xe_bien_so_xe_thuc_hien_bang_dich_vu_cong_truc_tuyen_m_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_08_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_toan_trinh_tai_cong_an_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_02_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_03_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_04_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_05_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_06_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_07_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_08_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_09_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_10_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_11_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_09_ang_ky_xe_ang_ky_xe_tam_thoi_thuc_hien_bang_dich_vu_cong_truc_tuyen_mot_phan_hoac_truc_tie_12_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_10_ang_ky_xe_thu_hoi_chung_nhan_ang_ky_xe_bien_so_xe_thuc_hien_bang_dich_vu_cong_toan_trinh_t_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_e_11_ang_ky_xe_thu_hoi_giay_chung_nhan_ang_ky_bien_so_xe_thuc_hien_bang_dich_vu_cong_truc_tuyen_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_02_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_03_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_04_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_05_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_06_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_07_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_08_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_09_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_10_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_1_01_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_moi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_11_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_cap_xa_2025_file_2_02_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_oi_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_file_3_03_quan_ly_nganh_nghe_au_tu_kinh_doanh_co_i_cap_lai_giay_chung_nhan_u_ieu_kien_ve_an_ninh_trat_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_01_can_cuoc_khai_thac_thong_tin_cong_dan_trong_co_so_du_lieu_quoc_gia_ve_dan_cu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_02_can_cuoc_khai_thac_thong_tin_cua_cong_dan_trong_co_so_du_lieu_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_03_can_cuoc_khai_thac_thong_tin_nguoi_goc_viet_nam_chua_xac_inh_uoc_quoc_tich_trong_co_so_du_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_04_can_cuoc_khai_thac_thong_tin_nguoi_goc_viet_nam_chua_xac_inh_uoc_quoc_tich_trong_co_so_du_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_05_can_cuoc_khai_thac_thong_tin_nguoi_goc_viet_nam_chua_xac_inh_uoc_quoc_tich_trong_co_so_du_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_06_can_cuoc_ieu_chinh_thong_tin_trong_co_so_du_lieu_quoc_gia_ve_dan_cu_theo_e_nghi_cua_cong__01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_07_can_cuoc_huy_xac_lap_lai_so_inh_danh_ca_nhan_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_08_can_cuoc_cap_xac_nhan_so_chung_minh_nhan_dan_09_so_so_inh_danh_ca_nhan_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,strict,
BULK,guide_cap_xa_2025_g_09_can_cuoc_thu_thap_cap_nhat_thong_tin_sinh_trac_hoc_ve_adn_vao_co_so_du_lieu_ve_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_10_can_cuoc_thu_thap_cap_nhat_thong_tin_sinh_trac_hoc_ve_giong_noi_vao_co_so_du_lieu_ve_can__01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_11_can_cuoc_tich_hop_cap_nhat_ieu_chinh_thong_tin_tren_the_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_12_can_cuoc_cap_the_can_cuoc_cho_nguoi_tu_u_14_tuoi_tro_len_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_13_can_cuoc_cap_the_can_cuoc_cho_nguoi_duoi_14_tuoi_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_14_can_cuoc_cap_oi_the_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_15_can_cuoc_cap_lai_the_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_16_can_cuoc_cap_oi_giay_chung_nhan_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_17_can_cuoc_cap_lai_giay_chung_nhan_can_cuoc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_18_can_cuoc_thu_thap_cap_nhat_thong_tin_cua_nguoi_goc_viet_nam_chua_xac_inh_uoc_quoc_tich_va_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_g_19_can_cuoc_ieu_chinh_thong_tin_trong_co_so_du_lieu_quoc_gia_ve_dan_cu_co_so_du_lieu_can_cuo_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_h_01_inh_danh_va_xac_thuc_ien_tu_cap_tai_khoan_inh_danh_ien_tu_muc_o_02_can_cuoc_ien_tu_cho_cong_dan_viet_nam_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_h_02_inh_danh_va_xac_thuc_ien_tu_khoa_tai_khoan_inh_danh_ien_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_h_03_inh_danh_va_xac_thuc_ien_tu_mo_khoa_tai_khoan_inh_danh_ien_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_h_04_inh_danh_va_xac_thuc_ien_tu_khoa_can_cuoc_ien_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_h_05_inh_danh_va_xac_thuc_ien_tu_mo_khoa_can_cuoc_ien_tu_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_cap_xa_2025_h_06_inh_danh_va_xac_thuc_ien_tu_cap_tai_khoan_inh_danh_ien_tu_cho_co_quan_to_chuc_01_01,guide,,,xa,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_nnn_anh_chan_dung_4x6_nnn_2,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_dang_nhap_dvc_bca_to_chuc_1,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_dia_chi_tam_tru_chi_tiet_nnn_4,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_ghtt_cho_giay_phep_lao_dong_17,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_ghtt_hai_truong_hop_14,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_ghtt_mau_na5_cach_dien_15,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
