review_tier,id,klass,title,source_decision,cap,final_review_status,final_source_priority,final_valid_from,final_valid_to,final_supersedes,final_procedure_version,final_last_verified_at,existing_phi_le_phi,final_phi_le_phi,candidate_thoi_han,final_thoi_han,candidate_mau_don,final_mau_don,suggested_authority,final_authority,paper_flag,notes
BULK,guide_nnn_ghtt_nghi_viec_xuat_canh_16,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_ghtt_tai_lieu_doi_chieu_18,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_scan_trang_nhan_than_ho_chieu_nnn_3,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_tham_quyen_tiep_nhan_ho_so_nnn_phu_tho_5,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_the_tam_tru_giay_to_chung_minh_muc_dich_8,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_the_tam_tru_na6_6,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_the_tam_tru_na8_7,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_the_tam_tru_tai_lieu_doi_chieu_9,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_thi_thuc_gia_han_tam_tru_giay_to_chung_minh_12,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_thi_thuc_gia_han_tam_tru_mau_na5_moi_10,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_thi_thuc_gia_han_tam_tru_na5_muc_iii_11,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_nnn_thi_thuc_gia_han_tam_tru_tai_lieu_doi_chieu_13,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_13_10_co_nen_thue_dich_vu_lam_ho_chieu_online_27,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_13_11_ho_chieu_con_duoi_6_thang_co_can_oi_khong_28,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_13_8_co_can_nop_ho_chieu_cu_khong_25,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,strict,
BULK,guide_passport_online_an_toan_thong_tin_38,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_anh_ho_chieu_20,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_anh_ho_chieu_36,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_anh_ho_chieu_7,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_bo_sung_ho_so_22,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_co_quan_tiep_nhan_11,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_co_quan_tiep_nhan_12,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_co_quan_tiep_nhan_23,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_dieu_kien_3,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_dvc_quy_trinh_9,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_gan_chip_15,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_guardrail_1,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_ho_so_nguoi_lon_5,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_kenh_nop_2,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_mat_ho_chieu_16,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_passport_online_mat_ho_chieu_33,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_nguoi_dung_bao_lau_nhan_uoc_ho_chieu_35,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_nguoi_dung_phi_lam_ho_chieu_online_bao_nhieu_34,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_nguoi_dung_toi_muon_lam_ho_chieu_online_lan_au_31,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_nguon_cap_nhat_39,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_phan_biet_visa_29,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_phi_le_phi_14,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_quan_tri_cap_nhat_40,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_thanh_toan_21,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_thoi_gian_13,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,guide_passport_online_tre_em_24,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_tre_em_32,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_tre_em_6,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_vneid_quy_trinh_18,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_vneid_quy_trinh_19,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_vneid_quy_trinh_26,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,guide_passport_online_vneid_quy_trinh_8,guide,,,,approved,supplemental,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,law_cu_tru_ieu_1__127,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_10__136,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_11__137,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_12__138,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_13__139,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_14__140,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_15__141,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_16__142,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_17__143,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_18__144,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_19__145,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_2__128,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_20__146,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_21__147,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_22__148,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_23__149,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_24__150,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_25__151,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_3__126,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_3__129,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_4__130,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_5__131,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_6__132,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,law_cu_tru_ieu_7__133,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_8__134,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_cu_tru_ieu_9__135,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_1__55,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_10__64,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_11__65,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_12__66,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_13__67,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_14__68,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_15__69,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,law_xu_phat_ieu_16__70,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_17__71,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_18__72,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_19__73,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_2__56,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_20__74,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_21__75,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_22__76,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_23__77,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_24__78,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_25__79,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_26__80,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_27__81,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_28__82,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_29__83,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,law_xu_phat_ieu_3__57,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_30__84,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_31__85,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_32__86,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_33__87,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_34__88,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_35__89,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_36__90,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_37__91,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_38__92,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_39__93,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_4__58,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_40__94,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_41__95,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_42__96,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_43__97,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_44__98,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_45__99,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_46__100,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_47__101,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_48__102,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_49__103,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_5__59,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_50__104,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_51__105,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_52__106,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_53__107,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_54__108,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_55__109,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_56__110,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_57__111,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_58__112,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_59__113,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_6__60,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_60__114,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_61__115,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_62__116,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_63__117,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_64__118,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_65__119,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_66__120,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_67__121,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_68__122,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_69__123,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_7__61,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_70__124,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_71__125,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_8__62,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xu_phat_ieu_9__63,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_1__0,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_10__9,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_11__10,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_12__11,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_13__12,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_14__13,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_15__14,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_16__15,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_17__16,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_18__17,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_19__18,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_2__1,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_20__19,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_21__20,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_22__21,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_23__22,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_24__23,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_25__24,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_26__25,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_27__26,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_28__27,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_29__28,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_3__2,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_30__29,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_31__30,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_32__31,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_33__32,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,broad,
BULK,law_xuat_nhap_canh_ieu_34__33,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_35__34,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_36__35,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_37__36,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_38__37,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_39__38,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_4__3,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_40__39,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_41__40,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_42__41,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_43__42,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_44__43,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_45__44,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_46__45,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_47__46,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_48__47,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_49__48,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_5__4,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_50__49,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_51__50,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_52__51,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_53__52,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_54__53,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_55__54,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
BULK,law_xuat_nhap_canh_ieu_6__5,law,,,,approved,legal_basis,,N/A,,,,,N/A,,N/A,,N/A,N/A,N/A,,
